,nEff,nResp,step,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,ourNumEdges,ourNumZeroEdges,ourNumPosEdges,ourNumSigMoreEdges,DiffEdges,dfgNumEdges80,dfgNumEdges100,sdE1,sdE2,sdE3,sdE4,sda
841,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.01,0.01,0.17,0.81,7,1,6,3,7,5.0,9.0,0.005773502691896258,0.32908965343808666,0.09814954576223639,0.28711205710198473,0.18
842,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.0,0.02,0.38,0.6,8,2,6,3,8,5.0,8.0,0.005773502691896258,0.3262412195497885,0.2193931022920578,0.28589042189855424,0.2093
843,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.01,0.01,0.6,0.38,9,2,7,3,9,5.0,9.0,0.005773502691896258,0.32908965343808666,0.34641016151377546,0.3354598833442433,0.2542
844,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.01,0.03,0.78,0.18,9,2,7,3,9,6.0,9.0,0.005773502691896258,0.3234707611722168,0.45033320996790815,0.4105281151557507,0.2975
845,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.01,0.0,0.98,0.01,8,3,5,3,8,4.0,8.0,0.005773502691896258,0.3320140559273558,0.5658032638058332,0.486929152957594,0.3476
846,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.01,0.18,0.01,0.8,4,0,4,2,4,5.0,9.0,0.005773502691896258,0.2926317367158479,0.005773502691896258,0.28589042189855424,0.1475
847,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.01,0.21,0.2,0.58,7,2,5,3,7,6.0,9.0,0.005773502691896258,0.2891942830232529,0.11547005383792516,0.2884441020371191,0.1747
848,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.03,0.2,0.4,0.37,8,2,6,3,8,7.0,9.0,0.015275252316519466,0.29022979401386984,0.23094010767585033,0.338673884437522,0.2188
849,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.04,0.17,0.58,0.21,8,2,6,3,8,7.0,9.0,0.020816659994661327,0.2939954648176283,0.3348631561299829,0.3980368492154129,0.2619
850,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.0,0.2,0.78,0.02,7,2,5,3,7,5.0,8.0,0.005773502691896258,0.29022979401386984,0.45033320996790815,0.48221710186733663,0.3071
851,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.03,0.37,0.01,0.59,4,0,4,2,4,6.0,9.0,0.015275252316519466,0.2882707061079915,0.005773502691896258,0.28711205710198473,0.1491
852,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.02,0.41,0.18,0.39,7,1,6,3,7,6.0,9.0,0.01,0.2926317367158479,0.10392304845413264,0.33231511150312343,0.1847
853,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.04,0.38,0.41,0.17,7,2,5,3,7,7.0,9.0,0.020816659994661327,0.2891942830232529,0.23671361036774655,0.41476901202155075,0.2404
854,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.02,0.36,0.62,0.0,7,3,4,3,7,5.0,8.0,0.01,0.2874601421646718,0.35795716689756796,0.4916638417997945,0.2868
855,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.0,0.58,0.0,0.42,NA,NA,NA,NA,NA,,,0.005773502691896258,0.32908965343808666,0.0,0.3233161507461904,0.1645
856,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.02,0.58,0.2,0.2,9,2,7,4,9,6.0,9.0,0.01,0.32908965343808666,0.11547005383792516,0.40216083018281795,0.2142
857,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.0,0.61,0.38,0.01,8,2,6,4,8,5.0,8.0,0.005773502691896258,0.3380828300875393,0.2193931022920578,0.486929152957594,0.2625
858,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.02,0.77,0.01,0.2,6,0,6,3,6,5.0,9.0,0.01,0.39551653989856517,0.005773502691896258,0.40216083018281795,0.2034
859,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.02,0.8,0.17,0.01,7,1,6,4,7,5.0,9.0,0.01,0.40771722226726376,0.09814954576223639,0.486929152957594,0.2507
860,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.0,0.98,0.01,0.01,4,0,4,2,4,4.0,8.0,0.005773502691896258,0.4874764951598521,0.005773502691896258,0.486929152957594,0.2465
861,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.18,0.04,0.0,0.78,NA,NA,NA,NA,NA,,,0.10115993936995679,0.32078029864690877,0.0,0.2837839553839035,0.1764
862,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.2,0.02,0.17,0.61,9,2,7,4,9,6.0,9.0,0.11269427669584646,0.3262412195497885,0.09814954576223639,0.28478061731796284,0.2055
863,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.19,0.02,0.42,0.37,11,3,8,4,11,6.0,9.0,0.10692676621563627,0.3262412195497885,0.24248711305964282,0.338673884437522,0.2536
864,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.18,0.01,0.62,0.19,11,3,8,4,11,6.0,9.0,0.10115993936995679,0.32908965343808666,0.35795716689756796,0.40632499307820086,0.2986
865,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.18,0.03,0.78,0.01,10,3,7,4,10,6.0,9.0,0.10115993936995679,0.3234707611722168,0.45033320996790815,0.486929152957594,0.3405
866,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.21,0.21,0.01,0.57,7,1,6,3,7,6.0,9.0,0.11846237095944574,0.2891942830232529,0.005773502691896258,0.28988503468329185,0.1758
867,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.22,0.21,0.17,0.4,9,2,7,4,9,7.0,9.0,0.12423096769056148,0.2891942830232529,0.09814954576223639,0.3292415526630866,0.2102
868,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.21,0.2,0.38,0.21,10,3,7,4,10,7.0,9.0,0.11846237095944574,0.29022979401386984,0.2193931022920578,0.3980368492154129,0.2565
869,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.2,0.18,0.58,0.04,9,3,6,4,9,7.0,9.0,0.11269427669584646,0.2926317367158479,0.3348631561299829,0.47286361670147553,0.3033
870,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.2,0.41,0.01,0.38,7,1,6,3,7,6.0,9.0,0.11269427669584646,0.2926317367158479,0.005773502691896258,0.3354598833442433,0.1866
871,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.19,0.38,0.23,0.2,10,3,7,4,10,7.0,9.0,0.10692676621563627,0.2891942830232529,0.13279056191361394,0.40216083018281795,0.2328
872,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.22,0.4,0.38,0.0,9,4,5,4,9,6.0,8.0,0.12423096769056148,0.2913760456866693,0.2193931022920578,0.4916638417997945,0.2817
873,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.22,0.57,0.01,0.2,8,1,7,4,8,6.0,9.0,0.12423096769056148,0.3262412195497885,0.005773502691896258,0.40216083018281795,0.2146
874,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.17,0.6,0.22,0.01,10,3,7,5,10,6.0,9.0,0.09539392014169458,0.33501243758005955,0.12701705922171766,0.486929152957594,0.2611
875,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.19,0.8,0.01,0.0,7,2,5,4,7,5.0,8.0,0.10692676621563627,0.40771722226726376,0.005773502691896258,0.4916638417997945,0.253
876,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.4,0.01,0.02,0.57,9,1,8,3,9,5.0,9.0,0.2281081614790083,0.32908965343808666,0.011547005383792516,0.28988503468329185,0.2147
877,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.42,0.02,0.18,0.38,11,2,9,4,11,6.0,9.0,0.2396525262402492,0.3262412195497885,0.10392304845413264,0.3354598833442433,0.2513
878,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.41,0.02,0.39,0.18,12,3,9,4,12,6.0,9.0,0.23388031127053,0.3262412195497885,0.22516660498395408,0.4105281151557507,0.299
879,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.4,0.02,0.57,0.01,11,3,8,4,11,5.0,9.0,0.2281081614790083,0.3262412195497885,0.32908965343808666,0.486929152957594,0.3426
880,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.41,0.18,0.0,0.41,NA,NA,NA,NA,NA,,,0.23388031127053,0.2926317367158479,0.0,0.3262412195497885,0.2132
881,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.42,0.18,0.2,0.2,11,3,8,4,11,7.0,9.0,0.2396525262402492,0.2926317367158479,0.11547005383792516,0.40216083018281795,0.2625
882,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.41,0.18,0.41,0.0,10,4,6,4,10,6.0,8.0,0.23388031127053,0.2926317367158479,0.23671361036774655,0.4916638417997945,0.3137
883,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.42,0.39,0.01,0.18,8,1,7,3,8,6.0,9.0,0.2396525262402492,0.29022979401386984,0.005773502691896258,0.4105281151557507,0.2365
884,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.39,0.4,0.19,0.02,9,2,7,4,9,6.0,9.0,0.22233608194203058,0.2913760456866693,0.1096965511460289,0.48221710186733663,0.2764
885,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.37,0.61,0.0,0.02,NA,NA,NA,NA,NA,,,0.21079215671683169,0.3380828300875393,0.0,0.48221710186733663,0.2578
886,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.58,0.0,0.01,0.41,9,2,7,3,9,5.0,8.0,0.3320140559273558,0.3320140559273558,0.005773502691896258,0.3262412195497885,0.249
887,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.6,0.01,0.22,0.17,11,3,8,4,11,6.0,9.0,0.3435597958628648,0.32908965343808666,0.12701705922171766,0.41476901202155075,0.3036
888,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.59,0.01,0.39,0.01,11,3,8,4,11,5.0,9.0,0.33778691508109077,0.32908965343808666,0.22516660498395408,0.486929152957594,0.3447
889,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.6,0.19,0.02,0.19,8,1,7,3,8,6.0,9.0,0.3435597958628648,0.29137604568666925,0.011547005383792516,0.40632499307820086,0.2632
890,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.61,0.2,0.18,0.01,9,2,7,4,9,6.0,9.0,0.3493326972004386,0.29022979401386984,0.10392304845413264,0.486929152957594,0.3076
891,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.6,0.38,0.02,0.0,7,2,5,3,7,5.0,8.0,0.3435597958628648,0.2891942830232529,0.011547005383792516,0.4916638417997945,0.284
892,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.78,0.01,0.0,0.21,NA,NA,NA,NA,NA,,,0.4474743940532612,0.32908965343808666,0.0,0.3980368492154129,0.2937
893,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.79,0.02,0.19,0.0,10,3,7,4,10,5.0,8.0,0.45324754090158437,0.3262412195497885,0.1096965511460289,0.4916638417997945,0.3452
894,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.79,0.19,0.01,0.01,7,1,6,3,7,5.0,9.0,0.45324754090158437,0.29137604568666925,0.005773502691896258,0.486929152957594,0.3093
895,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.58,0.0,0.42,0.98,0.0,0.01,0.01,8,2,6,3,8,4.0,8.0,0.5629387178015027,0.3320140559273558,0.005773502691896258,0.486929152957594,0.3469
896,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.01,0.01,0.0,0.98,7,0,7,4,7,5.0,10.0,0.005773502691896258,0.32908965343808666,0.11547005383792518,0.45033320996790804,0.2252
897,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.01,0.01,0.17,0.81,7,1,6,3,7,6.0,11.0,0.005773502691896258,0.32908965343808666,0.10785793124908959,0.41016256939576207,0.2132
898,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.0,0.02,0.38,0.6,7,1,6,3,7,6.0,10.0,0.01,0.3262412195497885,0.1900876990584434,0.39004273270160195,0.2291
899,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.01,0.01,0.6,0.38,8,1,7,3,8,6.0,11.0,0.005773502691896258,0.32908965343808666,0.30550504633038933,0.40841155713324273,0.2622
900,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.01,0.03,0.78,0.18,9,1,8,3,9,7.0,11.0,0.005773502691896258,0.3234707611722168,0.4051337227796933,0.4562163229580166,0.2976
901,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.01,0.0,0.98,0.01,9,2,7,3,9,5.0,10.0,0.005773502691896258,0.3320140559273558,0.5178159261101702,0.5140363151892415,0.3424
902,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.01,0.18,0.01,0.8,5,0,5,3,5,6.0,11.0,0.005773502691896258,0.2926317367158479,0.11269427669584646,0.40841155713324273,0.2049
903,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.01,0.21,0.2,0.58,5,1,4,2,5,7.0,11.0,0.005773502691896258,0.2891942830232529,0.11547005383792516,0.39004273270160195,0.2001
904,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.03,0.2,0.4,0.37,7,1,6,3,7,8.0,11.0,0.01,0.29022979401386984,0.2,0.41016256939576207,0.2276
905,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.04,0.17,0.58,0.21,7,1,6,3,7,8.0,11.0,0.015275252316519468,0.2939954648176283,0.29461839725312466,0.4474743940532612,0.2628
906,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.0,0.2,0.78,0.02,8,1,7,3,8,6.0,10.0,0.01,0.29022979401386984,0.4051337227796933,0.510294032886923,0.3039
907,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.03,0.37,0.01,0.59,5,0,5,3,5,7.0,11.0,0.01,0.2882707061079915,0.11269427669584646,0.38999999999999996,0.2002
908,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.02,0.41,0.18,0.39,7,1,6,3,7,7.0,11.0,0.005773502691896258,0.2926317367158479,0.11015141094572203,0.4067349669420289,0.2038
909,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.04,0.38,0.41,0.17,7,1,6,3,7,8.0,11.0,0.015275252316519468,0.2891942830232529,0.20502032419575708,0.4592385001282014,0.2422
910,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.02,0.36,0.62,0.0,7,2,5,3,7,6.0,10.0,0.005773502691896258,0.2874601421646718,0.31643851430148845,0.5178159261101702,0.2819
911,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.0,0.58,0.0,0.42,7,0,7,4,7,6.0,9.0,0.01,0.32908965343808666,0.11547005383792518,0.40216083018281795,0.2142
912,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.02,0.58,0.2,0.2,7,1,6,3,7,7.0,11.0,0.005773502691896258,0.32908965343808666,0.11547005383792516,0.4503332099679081,0.2252
913,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.0,0.61,0.38,0.01,8,1,7,4,8,6.0,10.0,0.01,0.3380828300875393,0.1900876990584434,0.5140363151892415,0.2631
914,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.02,0.77,0.01,0.2,7,0,7,4,7,6.0,11.0,0.005773502691896258,0.39551653989856517,0.11269427669584646,0.4503332099679081,0.2411
915,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.02,0.8,0.17,0.01,8,1,7,4,8,6.0,11.0,0.005773502691896258,0.40771722226726376,0.10785793124908959,0.5140363151892415,0.2588
916,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.0,0.98,0.01,0.01,6,0,6,3,6,5.0,10.0,0.01,0.4874764951598521,0.11269427669584646,0.5140363151892415,0.2811
917,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.18,0.04,0.0,0.78,7,0,7,4,7,7.0,10.0,0.09539392014169455,0.32078029864690877,0.11547005383792518,0.40513372277969323,0.2342
918,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.2,0.02,0.17,0.61,9,1,8,4,9,7.0,11.0,0.10692676621563628,0.3262412195497885,0.10785793124908959,0.3901709027251178,0.2328
919,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.19,0.02,0.42,0.37,9,1,8,4,9,7.0,11.0,0.10115993936995679,0.3262412195497885,0.21007935008784973,0.41016256939576207,0.2619
920,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.18,0.01,0.62,0.19,9,1,8,4,9,7.0,11.0,0.09539392014169455,0.32908965343808666,0.31643851430148845,0.4532475409015843,0.2985
921,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.18,0.03,0.78,0.01,10,1,9,4,10,7.0,11.0,0.09539392014169455,0.3234707611722168,0.4051337227796933,0.5140363151892415,0.3345
922,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.21,0.21,0.01,0.57,7,0,7,4,7,7.0,11.0,0.11269427669584646,0.2891942830232529,0.11269427669584646,0.3901709027251178,0.2262
923,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.22,0.21,0.17,0.4,10,1,9,4,10,8.0,11.0,0.11846237095944573,0.2891942830232529,0.10785793124908959,0.40513372277969323,0.2302
924,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.21,0.2,0.38,0.21,9,1,8,4,9,8.0,11.0,0.11269427669584646,0.29022979401386984,0.1900876990584434,0.4474743940532612,0.2601
925,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.2,0.18,0.58,0.04,9,1,8,4,9,8.0,11.0,0.10692676621563628,0.2926317367158479,0.29461839725312466,0.5029247790011279,0.2993
926,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.2,0.41,0.01,0.38,8,0,8,4,8,7.0,11.0,0.10692676621563628,0.2926317367158479,0.11269427669584646,0.40841155713324273,0.2302
927,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.19,0.38,0.23,0.2,8,1,7,4,8,8.0,11.0,0.10115993936995679,0.2891942830232529,0.12503332889007368,0.4503332099679081,0.2414
928,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.22,0.4,0.38,0.0,10,2,8,4,10,7.0,10.0,0.11846237095944573,0.2913760456866693,0.1900876990584434,0.5178159261101702,0.2794
929,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.22,0.57,0.01,0.2,10,0,10,5,10,7.0,11.0,0.11846237095944573,0.3262412195497885,0.11269427669584646,0.4503332099679081,0.2519
930,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.17,0.6,0.22,0.01,9,1,8,5,9,7.0,11.0,0.08962886439832501,0.33501243758005955,0.1216552506059644,0.5140363151892415,0.2651
931,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.19,0.8,0.01,0.0,8,1,7,5,8,6.0,10.0,0.10115993936995679,0.40771722226726376,0.11269427669584646,0.5178159261101702,0.2848
932,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.4,0.01,0.02,0.57,9,0,9,4,9,6.0,11.0,0.22233608194203058,0.32908965343808666,0.11015141094572205,0.3901709027251178,0.2629
933,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.42,0.02,0.18,0.38,11,1,10,4,11,7.0,11.0,0.23388031127053,0.3262412195497885,0.11015141094572203,0.40841155713324273,0.2697
934,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.41,0.02,0.39,0.18,11,1,10,4,11,7.0,11.0,0.22810816147900828,0.3262412195497885,0.195021366350801,0.4562163229580166,0.3014
935,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.4,0.02,0.57,0.01,11,1,10,4,11,6.0,11.0,0.22233608194203058,0.3262412195497885,0.2891942830232529,0.5140363151892415,0.338
936,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.41,0.18,0.0,0.41,9,0,9,4,9,7.0,10.0,0.22810816147900828,0.2926317367158479,0.11547005383792518,0.40360872141221127,0.26
937,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.42,0.18,0.2,0.2,9,1,8,3,9,8.0,11.0,0.23388031127053,0.2926317367158479,0.11547005383792516,0.4503332099679081,0.2731
938,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.41,0.18,0.41,0.0,10,2,8,4,10,7.0,10.0,0.22810816147900828,0.2926317367158479,0.20502032419575708,0.5178159261101702,0.3109
939,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.42,0.39,0.01,0.18,9,0,9,4,9,7.0,11.0,0.23388031127053,0.29022979401386984,0.11269427669584646,0.4562163229580166,0.2733
940,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.39,0.4,0.19,0.02,9,1,8,3,9,7.0,11.0,0.21656407827707716,0.2913760456866693,0.11269427669584646,0.510294032886923,0.2827
941,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.37,0.61,0.0,0.02,10,0,10,5,10,6.0,10.0,0.20502032419575708,0.3380828300875393,0.11547005383792518,0.510294032886923,0.2922
942,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.58,0.0,0.01,0.41,10,1,9,4,10,6.0,10.0,0.32624121954978846,0.3320140559273558,0.11269427669584646,0.40360872141221127,0.2936
943,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.6,0.01,0.22,0.17,11,1,10,4,11,7.0,11.0,0.33778691508109077,0.32908965343808666,0.1216552506059644,0.4592385001282014,0.3119
944,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.59,0.01,0.39,0.01,11,1,10,4,11,6.0,11.0,0.3320140559273558,0.32908965343808666,0.195021366350801,0.5140363151892415,0.3425
945,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.6,0.19,0.02,0.19,9,0,9,4,9,7.0,11.0,0.33778691508109077,0.29137604568666925,0.11015141094572205,0.4532475409015843,0.2981
946,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.61,0.2,0.18,0.01,10,1,9,4,10,7.0,11.0,0.3435597958628648,0.29022979401386984,0.11015141094572203,0.5140363151892415,0.3145
947,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.6,0.38,0.02,0.0,9,1,8,4,9,6.0,10.0,0.33778691508109077,0.2891942830232529,0.11015141094572205,0.5178159261101702,0.3137
948,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.78,0.01,0.0,0.21,10,0,10,4,10,6.0,10.0,0.4417012565071555,0.32908965343808666,0.11547005383792518,0.4474743940532612,0.3334
949,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.79,0.02,0.19,0.0,10,2,8,3,10,6.0,10.0,0.4474743940532612,0.3262412195497885,0.11269427669584646,0.5178159261101702,0.3511
950,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.79,0.19,0.01,0.01,9,0,9,4,9,6.0,11.0,0.4474743940532612,0.29137604568666925,0.11269427669584646,0.5140363151892415,0.3414
951,4,3,0.2,0.01,0.01,0.0,0.98,0.02,0.58,0.2,0.2,0.98,0.0,0.01,0.01,10,1,9,4,10,5.0,10.0,0.5571654452075553,0.3320140559273558,0.11269427669584646,0.5140363151892415,0.379
952,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.61,0.38,0.01,0.01,0.01,0.0,0.98,9,2,7,4,9,4.0,9.0,0.005773502691896258,0.34641016151377546,0.21939310229205777,0.560029761113937,0.2829
953,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.61,0.38,0.01,0.01,0.01,0.17,0.81,8,1,7,4,8,5.0,10.0,0.005773502691896258,0.34641016151377546,0.1903505538035898,0.5179768334587947,0.2651
954,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.61,0.38,0.01,0.0,0.02,0.38,0.6,8,1,7,4,8,5.0,9.0,0.005773502691896258,0.3435597958628648,0.2193931022920578,0.4887739763939975,0.2644
955,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.61,0.38,0.01,0.01,0.01,0.6,0.38,8,1,7,3,8,5.0,10.0,0.005773502691896258,0.34641016151377546,0.3035347316755256,0.4895235779136009,0.2863
956,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.61,0.38,0.01,0.01,0.03,0.78,0.18,8,1,7,3,8,6.0,10.0,0.005773502691896258,0.3407834111768549,0.390042732701602,0.5179768334587947,0.3136
957,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.61,0.38,0.01,0.01,0.0,0.98,0.01,8,2,6,3,8,4.0,9.0,0.005773502691896258,0.3493326972004386,0.4940985056983408,0.560029761113937,0.3523
958,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.61,0.38,0.01,0.01,0.18,0.01,0.8,8,1,7,4,8,5.0,10.0,0.005773502691896258,0.3092463958291726,0.21656407827707713,0.5159780357082395,0.2619
959,4,3,0.2,0.01,0.01,0.0,0.98,0.0,0.61,0.38,0.01,0.01,0.21,0.2,0.58,6,1,5,3,6,6.0,10.0,0.005773502691896258,0.30550504633038933,0.19008769905844336,0.48747649515985214,0.2472
